row_id,sheet,legacy_label,action,duplicate_of,INDICATOR,MEASURE_QUALS,DEFINING_BREAKDOWN,series_id,stat_unit,statistic,weight,unit_measure,unit_denom,unit_time,price_basis,scale,display_as,decimals,ref_period,valid_min,valid_max,assert_rule,hard_case,status,notes
D013,Departement,(max) con_7,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): raw collapse leftovers; sum 1.48-3.02 per region
D014,Departement,(max) con_8,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): raw collapse leftovers; sum 1.48-3.02 per region
D015,Departement,(max) con_9,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): raw collapse leftovers; sum 1.48-3.02 per region
D016,Departement,(max) ext_emp,SKIP,,,,,,,,,,,,,,,,,,,,H16,,"Departement sheet skipped (D3): raw var, within 0.07 of HE has external (non-HH) employees (L038)"
D017,Departement,Access to electricity (grid or off-grid),SKIP,,,,,,,,,,,,,,,,,,,,H16,,"Departement sheet skipped (D3): distinct from EN_ELEC_ACCESS (grid only); propose EN_ELEC_ACCESS_ANY in future, not registered"
D018,Departement,Covariate economic shock,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D019,Departement,"Covariate natural shock (drought, flood, etc.)",SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D020,Departement,Covariate violence/conflict shock,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D021,Departement,Cultivated area (ha),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D022,Departement,Durable floor materials,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D023,Departement,Durable roof materials,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D024,Departement,Durable wall materials,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D025,Departement,"Employed (activ12m, 15–64)",SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D026,Departement,Employed in agriculture (% of employed),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D027,Departement,Employed in industry (% of employed),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D028,Departement,Employed in services (% of employed),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D029,Departement,Energy expenditure burden (share of total cons.),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): dashboard shows empty placeholder row (index.qmd:127); propose DRAFT code later
D030,Departement,Exposed to any shock (past 3 years),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D031,Departement,Food consumption share,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D032,Departement,HE age (years),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D033,Departement,HE buys from firms/state,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D034,Departement,HE capital stock (FCFA),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D035,Departement,HE costs (FCFA),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D036,Departement,HE has any credit access,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D037,Departement,HE has electricity,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D038,Departement,HE has formal credit access,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D039,Departement,HE has formal premises,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D040,Departement,HE has informal credit access,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D041,Departement,HE has phone,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D042,Departement,HE has tax ID,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D043,Departement,HE has water,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D044,Departement,HE keeps accounts,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D045,Departement,HE operates from home,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D046,Departement,HE pays rent,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D047,Departement,HE profits (FCFA),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D048,Departement,HE revenue per worker (FCFA),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D049,Departement,HE sells to firms/state,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D050,Departement,HH cultivates agricultural land (superf > 0),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D051,Departement,HH employees in HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D052,Departement,HH has 0 HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D053,Departement,HH has 1 HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D054,Departement,HH has 2 HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D055,Departement,HH has 3 HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D056,Departement,HH has 4+ HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D057,Departement,HH has internet access,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D058,Departement,HH has non-agric enterprise owner,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D059,Departement,HH owns a non-agric enterprise,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D060,Departement,HH owns any livestock,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D061,Departement,Has health insurance/coverage (couvmal),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D062,Departement,Idiosyncratic economic shock,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D063,Departement,Main HE owner is female,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D064,Departement,Main HE owner is married,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D065,Departement,Market food share (% total cons.),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D066,Departement,Non-HH employees in HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D067,Departement,Non-food consumption share,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D068,Departement,Non-wage employed (% of employed),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D069,Departement,Number of employees in HE,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D070,Departement,Own-production food share (% total cons.),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D071,Departement,Poor at $3.00/day (2017 PPP),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): mislabelled line; PPP_2017 exception for PL300 removed (was standard line 343 / example row 271)
D072,Departement,Poor at $4.20/day (2017 PPP),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): mislabelled line
D073,Departement,Proxy: owns gas/electric cooker (cuisin),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D074,Departement,Safe drinking water – dry season,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D075,Departement,Sanitary toilet facility,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D076,Departement,Tropical Livestock Units (TLU),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D077,Departement,Uses grid electricity,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D078,Departement,Uses solar/generator electricity,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D079,Departement,Wage-employed (% of employed),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
D080,Departement,npoor300,SKIP,,,,,,,,,,,,,,,,,,,,H16,,"Departement sheet skipped (D3): disagrees with the sheet's own rates, e.g. Diourbel 0.35M poor at rate 0.11 -> ~3.2M people"
D081,Departement,npoor420,SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): disagrees with the sheet's own rates
D082,Departement,≥1 HH member has health coverage (proxy social protection),SKIP,,,,,,,,,,,,,,,,,,,,H16,,Departement sheet skipped (D3): superseded 2017-PPP version; key collision with ADM 1
